[10.724158495888105, 0.0]
[343.7764106339216, 0.0]
[6.595417281836262, 0.0]
[36.60239581599831, 0.0]
[26.34619053848087, 0.0]
[47.13882057204842, 0.0]
[786.2808587944508, 0.0]
[18.037914118021718, 0.0]
[153.91489642694592, 0.0]
[439.07423616595565, 0.0]
[534.8654494082928, 0.0]
[28.79501430526375, 0.0]
[332.31509250145405, 0.0]
[80.90032566547393, 0.0]
[617.0060272759199, 0.0]
[276.97229265630244, 0.0]
[50.75654001928865, 0.0]
[41.09797197416424, 0.0]
[2814.168439397812, 0.0]
[370.8371867642179, 0.0]
[100.2004028598219, 0.0]
[451.6017353760451, 0.0]
[74.10085769392549, 0.0]
[729.1618366262317, 0.0]
[116.68909955978393, 0.0]
[270.1834857689589, 0.0]
[159.67275590844451, 0.0]
[141.43940360680222, 0.0]
[1332.212523469925, 0.0]
[133.97578027680515, 0.0]
[850.4590870311856, 0.0]
[112.74448626138269, 0.0]
[624.7584413906932, 0.0]
[157.24028687573968, 0.0]
[874.5555266907811, 0.0]
[1845.047178426981, 0.0]
[182.5121182373166, 0.0]
[142.73775951586663, 0.0]
[308.1555519478768, 0.0]
[670.1720417442173, 0.0]
[125.4912753368169, 0.0]
[461.1840492815152, 0.0]
[146.56924821831285, 0.0]
[224.5105999840796, 0.0]
[124.98792664915322, 0.0]
[550.3501548042893, 0.0]
[233.15886930957436, 0.0]
[477.33742110826074, 0.0]
[174.86472839698195, 0.0]
[114.54850985318421, 0.0]
[144.27357799209653, 0.0]
[274.0671080856025, 0.0]
[115.91498425438999, 0.0]
[155.39356016762554, 0.0]
[257.1664072240144, 0.0]
[775.029288983196, 0.0]
[185.03489989623426, 0.0]
[230.23439543902873, 0.0]
[107.55805028624832, 0.0]
[154.12596129275857, 0.0]
[421.66222086105495, 0.0]
[100.02785245537757, 0.0]
[673.0255276618898, 0.0]
[194.8629841415584, 0.0]
[1467.7467261350155, 0.0]
[756.5283678939938, 0.0]
[141.0311821552366, 0.0]
[640.4744580297172, 0.0]
[149.11211565345525, 0.0]
[1573.0778069591522, 0.0]
[301.144562516585, 0.0]
[219.31495596304535, 0.0]
[992.4837080223858, 0.0]
[128.24248810507356, 0.0]
[462.8214519137889, 0.0]
[475.40673459064215, 0.0]
[141.2099873779714, 0.0]
[625.8881190533191, 0.0]
[389.47188498008995, 0.0]
[156.9008004220575, 0.0]
[293.2256616337597, 0.0]
[751.3025398629159, 0.0]
[547.6087240094691, 0.0]
[164.799971049875, 0.0]
[166.9121168667823, 0.0]
[170.12104920506476, 0.0]
[287.6947050730139, 0.0]
[2883.168439397812, 0.0]
[136.4712552318722, 0.0]
[628.5342323204875, 0.0]
[164.53368091978132, 0.0]
[234.5416441077739, 0.0]
[311.30517114162444, 0.0]
[553.8667777238786, 0.0]
[485.16538488328456, 0.0]
[154.73267799451946, 0.0]
[625.7953091806173, 0.0]
[1370.511060694456, 0.0]
[496.30286392219364, 0.0]
[265.60100058488547, 0.0]
[189.21094723440706, 0.0]
[264.01297862663864, 0.0]
[174.97969878673553, 0.0]
[162.58055207714438, 0.0]
[181.27803928241133, 0.0]
[375.2590494996309, 0.0]
[276.67568129882216, 0.0]
[248.96651952177285, 0.0]
[207.51152754597365, 0.0]
[149.3558801228553, 0.0]
[629.244951376915, 0.0]
[621.9736441189796, 0.0]
[229.72472971513866, 0.0]
[423.41484957024454, 0.0]
[635.1460840424895, 0.0]
[1214.312398454398, 0.0]
[425.43767987027763, 0.0]
[579.4030638451129, 0.0]
[292.06306395329534, 0.0]
[207.77732774823903, 0.0]
[559.7690131983161, 0.0]
[163.35499472007155, 0.0]
[1422.6170832014084, 0.0]
[184.00825723841785, 0.0]
[205.83817995548247, 0.0]
[217.30084359295665, 0.0]
[276.265782879889, 0.0]
[501.77017103157937, 0.0]
[488.79884602803736, 0.0]
[239.29264684788882, 0.0]
[700.9850958867371, 0.0]
[293.1696952434629, 0.0]
[167.14168149255215, 0.0]
[157.86151650384068, 0.0]
[564.8983285187185, 0.0]
[215.65544265903532, 0.0]
[468.3871477146074, 0.0]
[202.72301122941076, 0.0]
[179.0827256834507, 0.0]
[1119.664225639999, 0.0]
[742.4156023452431, 0.0]
[383.1805121733248, 0.0]
[510.6841602504626, 0.0]
[245.68696223407983, 0.0]
[184.0085313080251, 0.0]
[216.46784340426325, 0.0]
[316.24645794577896, 0.0]
[378.3877882885188, 0.0]
[328.2021243146062, 0.0]
[348.10311635792254, 0.0]
[310.1366274508089, 0.0]
[591.8273085581511, 0.0]
[325.8768577093631, 0.0]
[618.6409603899717, 0.0]
[696.395383605957, 0.0]
[888.8143689988553, 0.0]
[549.0607197920233, 0.0]
[767.0587607829273, 0.0]
[419.9274358230084, 0.0]
[1759.188277272731, 0.0]
[377.67041092574595, 0.0]
[341.88579240463673, 0.0]
[250.18892967537045, 0.0]
[923.1477416010946, 0.0]
[384.5399857780337, 0.0]
[585.3433519725129, 0.0]
[417.7375611180812, 0.0]
[261.9824184516817, 0.0]
[297.0180489590764, 0.0]
[1979.1823364889622, 0.0]
[253.6343917364627, 0.0]
[294.7692018749565, 0.0]
[318.95076840020715, 0.0]
[654.9078351633996, 0.0]
[994.3523845171928, 0.0]
[384.51747442804276, 0.0]
[708.0551223608106, 0.0]
[518.2382481826842, 0.0]
[2783.5442761278155, 0.0]
[486.02759736053645, 0.0]
[2190.7569596862795, 0.0]
[491.22021510567515, 0.0]
[271.04351341746747, 0.0]
[523.2797662627324, 0.0]
[1084.0972701108456, 0.0]
[435.1157505272329, 0.0]
[286.5897425229102, 0.0]
[338.08244516164063, 0.0]
[338.40507113955914, 0.0]
[327.6559605284035, 0.0]
[601.1198842294887, 0.0]
[294.8295772282779, 0.0]
[280.36547099635004, 0.0]
[241.63730731628834, 0.0]
[760.9638378398865, 0.0]
[273.0322610477358, 0.0]
[735.5946853405237, 0.0]
[419.75580412358045, 0.0]
[437.63229570560156, 0.0]
[573.9026838142797, 0.0]
[617.0152282093093, 0.0]
[246.91563235804438, 0.0]
[544.0810893506184, 0.0]
[434.66058784373104, 0.0]
[427.25777252972125, 0.0]
[260.0740140660107, 0.0]
[232.19886207230388, 0.0]
[433.6154056845605, 0.0]
[296.0438253006339, 0.0]
[334.9147502540052, 0.0]
[368.60723060950636, 0.0]
[256.1548354180902, 0.0]
[723.4061302861571, 0.0]
[321.01517479889094, 0.0]
[276.0472803993523, 0.0]
[813.3728234192729, 0.0]
[319.3749925738573, 0.0]
[503.2170752456784, 0.0]
[403.4042055404186, 0.0]
[320.2026802806556, 0.0]
[509.9290452378243, 0.0]
[851.2010980641842, 0.0]
[436.93721821926533, 0.0]
[325.2926348412782, 0.0]
[782.6842081847042, 0.0]
[387.989697259143, 0.0]
[409.5723153168708, 0.0]
[597.2660945069417, 0.0]
[330.4977293370664, 0.0]
[404.17345649026333, 0.0]
[731.7588709259778, 0.0]
[759.8306999711692, 0.0]
[584.3207926687226, 0.0]
[613.2589407574758, 0.0]
