[52.68260665893555, 0.0]
[382.66927291870115, 0.0]
[22.762606658935546, 0.0]
[50.67192932128906, 0.0]
[47.10907211303711, 0.0]
[49.07192932128906, 0.0]
[689.04, 0.0]
[32.20837585449219, 0.0]
[168.2420184326172, 0.0]
[462.21941177368166, 0.0]
[555.7580961608887, 0.0]
[33.03330291748047, 0.0]
[317.3370184326172, 0.0]
[81.88666667938233, 0.0]
[546.9394117736816, 0.0]
[283.5983760070801, 0.0]
[46.02907211303711, 0.0]
[41.13955291748047, 0.0]
[2477.706666259766, 0.0]
[379.0704637145996, 0.0]
[88.35523307800293, 0.0]
[422.185001373291, 0.0]
[62.619072113037106, 0.0]
[688.0180961608887, 0.0]
[99.03623306274415, 0.0]
[260.5033029174805, 0.0]
[138.7460479736328, 0.0]
[122.24260665893554, 0.0]
[1341.2866662597655, 0.0]
[117.58260665893555, 0.0]
[728.8147630310059, 0.0]
[88.35907211303712, 0.0]
[564.7137924194336, 0.0]
[130.15192932128906, 0.0]
[735.8630961608886, 0.0]
[1774.2933337402344, 0.0]
[165.37985168457033, 0.0]
[106.74192932128906, 0.0]
[271.30201843261716, 0.0]
[596.1780961608887, 0.0]
[88.36407211303711, 0.0]
[392.09441314697267, 0.0]
[106.79192932128906, 0.0]
[181.76651840209962, 0.0]
[93.91660667419434, 0.0]
[513.830001373291, 0.0]
[202.5428758239746, 0.0]
[404.03, 0.0]
[127.69564483642579, 0.0]
[74.93455291748047, 0.0]
[101.67955291748046, 0.0]
[224.9777146911621, 0.0]
[68.09737586975098, 0.0]
[104.53705291748047, 0.0]
[206.11604797363282, 0.0]
[702.5030961608886, 0.0]
[129.1615721130371, 0.0]
[164.85941177368164, 0.0]
[56.95907211303711, 0.0]
[119.235, 0.0]
[354.6777146911621, 0.0]
[50.923375854492186, 0.0]
[532.895, 0.0]
[132.76373306274414, 0.0]
[1372.5266662597655, 0.0]
[650.51, 0.0]
[85.46, 0.0]
[573.6064299011231, 0.0]
[83.4340721130371, 0.0]
[1535.5266662597655, 0.0]
[240.90830291748046, 0.0]
[155.0839292907715, 0.0]
[829.34, 0.0]
[65.42830291748047, 0.0]
[401.077501373291, 0.0]
[398.73955810546875, 0.0]
[71.69504253387451, 0.0]
[528.756429901123, 0.0]
[306.08, 0.0]
[81.73407211303712, 0.0]
[195.82750778198243, 0.0]
[588.1865379333497, 0.0]
[454.07039810180663, 0.0]
[85.64618995666504, 0.0]
[89.67407211303711, 0.0]
[86.93573879241943, 0.0]
[200.27441177368163, 0.0]
[2363.273333740234, 0.0]
[57.89407211303711, 0.0]
[525.4864299011231, 0.0]
[79.72330291748047, 0.0]
[142.9903028869629, 0.0]
[215.75054794311524, 0.0]
[404.84223159790037, 0.0]
[383.37142990112307, 0.0]
[62.43337585449219, 0.0]
[500.8654637145996, 0.0]
[1188.0266662597655, 0.0]
[403.81785705566404, 0.0]
[169.3501448059082, 0.0]
[95.35955291748047, 0.0]
[161.5503758239746, 0.0]
[79.42407211303711, 0.0]
[70.27788627624511, 0.0]
[91.84448699951172, 0.0]
[257.55260665893553, 0.0]
[164.26334106445313, 0.0]
[141.02406631469728, 0.0]
[107.31330291748047, 0.0]
[47.07907211303711, 0.0]
[502.7075410461426, 0.0]
[514.9043484497071, 0.0]
[116.25837585449219, 0.0]
[308.09260665893555, 0.0]
[518.2703981018067, 0.0]
[1066.8933337402343, 0.0]
[309.39552520751954, 0.0]
[449.089348449707, 0.0]
[165.61834106445312, 0.0]
[99.80407211303711, 0.0]
[423.53000137329104, 0.0]
[53.783375854492185, 0.0]
[1250.9266662597656, 0.0]
[65.02837585449218, 0.0]
[85.72407211303711, 0.0]
[98.67885665893554, 0.0]
[145.69892929077147, 0.0]
[365.1404637145996, 0.0]
[348.6888586425781, 0.0]
[113.98, 0.0]
[521.9642869567871, 0.0]
[159.44710662841797, 0.0]
[48.06907211303711, 0.0]
[46.04885665893555, 0.0]
[423.6961193847656, 0.0]
[85.03330291748047, 0.0]
[336.9755252075195, 0.0]
[69.33837585449218, 0.0]
[56.63260665893554, 0.0]
[849.6315379333496, 0.0]
[553.2470649719238, 0.0]
[234.9298516845703, 0.0]
[360.15153793334963, 0.0]
[106.20837585449219, 0.0]
[52.55, 0.0]
[79.07285667419434, 0.0]
[157.62392929077149, 0.0]
[222.005, 0.0]
[181.00210662841798, 0.0]
[200.53662956237793, 0.0]
[166.89710662841796, 0.0]
[403.1315379333496, 0.0]
[164.65698303222655, 0.0]
[478.91538436889647, 0.0]
[491.5387602233887, 0.0]
[651.69, 0.0]
[367.0426818847656, 0.0]
[544.3760153198242, 0.0]
[240.92721466064452, 0.0]
[1515.9033325195312, 0.0]
[210.09554794311524, 0.0]
[177.85210662841797, 0.0]
[93.24837585449218, 0.0]
[668.9682048034668, 0.0]
[215.8065184020996, 0.0]
[399.3015379333496, 0.0]
[228.0888948059082, 0.0]
[100.10580291748047, 0.0]
[131.04837585449218, 0.0]
[1631.4933325195314, 0.0]
[93.99990547180175, 0.0]
[123.24330291748046, 0.0]
[146.7114292907715, 0.0]
[440.5655253601074, 0.0]
[714.131429901123, 0.0]
[209.9427702331543, 0.0]
[491.48434844970706, 0.0]
[306.7686849975586, 0.0]
[2147.1933337402343, 0.0]
[275.638292388916, 0.0]
[1723.0, 0.0]
[306.6386849975586, 0.0]
[90.68323875427247, 0.0]
[320.83552520751954, 0.0]
[737.7824833679199, 0.0]
[236.08941177368163, 0.0]
[104.3240721130371, 0.0]
[146.90877334594725, 0.0]
[150.6066258239746, 0.0]
[140.64279251098634, 0.0]
[395.4130964660645, 0.0]
[109.71510665893555, 0.0]
[94.46327331542969, 0.0]
[59.34907211303711, 0.0]
[550.9053981018067, 0.0]
[91.8840721130371, 0.0]
[519.9917076110839, 0.0]
[211.97459106445314, 0.0]
[229.70610664367675, 0.0]
[376.2960015869141, 0.0]
[404.7503187561035, 0.0]
[55.89907211303711, 0.0]
[324.24338241577146, 0.0]
[228.03943695068358, 0.0]
[202.41388137817384, 0.0]
[66.29010665893554, 0.0]
[41.914136257171634, 0.0]
[219.7213516998291, 0.0]
[93.72073875427246, 0.0]
[132.8917733001709, 0.0]
[154.9986363220215, 0.0]
[55.15657211303711, 0.0]
[510.036707611084, 0.0]
[111.74607208251953, 0.0]
[72.44407211303711, 0.0]
[552.615, 0.0]
[109.31010665893555, 0.0]
[270.8922146606445, 0.0]
[194.05877334594726, 0.0]
[102.82770919799805, 0.0]
[272.5114869689941, 0.0]
[542.1923248291016, 0.0]
[204.21043991088868, 0.0]
[112.34080291748047, 0.0]
[519.031491394043, 0.0]
[159.44030288696288, 0.0]
[178.445, 0.0]
[362.34260665893555, 0.0]
[103.01607208251953, 0.0]
[172.10710662841797, 0.0]
[456.26642990112305, 0.0]
[499.74535705566404, 0.0]
[342.25, 0.0]
[372.565, 0.0]
[1032.1766668701173, 0.0]
[182.51710662841796, 0.0]
[316.3, 0.0]
[84.31907211303711, 0.0]
[85.53510673522949, 0.0]
[149.82357208251952, 0.0]
[124.74830291748047, 0.0]
[163.27710662841798, 0.0]
[168.21114974975586, 0.0]
[1251.7433337402344, 0.0]
[428.44934844970703, 0.0]
[798.816429901123, 0.0]
[64.24907211303712, 0.0]
[180.17, 0.0]
[61.45163627624512, 0.0]
[474.1500410461426, 0.0]
[78.07337585449218, 0.0]
[157.7483758544922, 0.0]
[1026.6256962585448, 0.0]
[679.8764299011231, 0.0]
[202.36614974975586, 0.0]
[642.432126159668, 0.0]
[149.0478028869629, 0.0]
[223.1121849822998, 0.0]
[380.90941177368165, 0.0]
[471.51177322387696, 0.0]
[121.36120918273926, 0.0]
[53.52407211303711, 0.0]
[194.81280288696288, 0.0]
[70.27163627624512, 0.0]
[448.724207611084, 0.0]
[42.16240545272827, 0.0]
[141.74093994140625, 0.0]
[433.72642959594725, 0.0]
[241.98889480590822, 0.0]
[123.09996963500977, 0.0]
[129.79407211303712, 0.0]
[741.9133334350586, 0.0]
[44.544969635009764, 0.0]
[114.94830291748048, 0.0]
[360.83593994140625, 0.0]
[124.24940544128418, 0.0]
